,group,sub_group,sub_sub_group,dataset,shape,size
1205,AwakeEventData,TT41.BTV.412353,Acquisition,acqState,"(1,)",1
1206,AwakeEventData,TT41.BTV.412353,Acquisition,acqTime,"(1,)",1
1207,AwakeEventData,TT41.BTV.412353,Acquisition,acqTimeInCycle,"(1,)",1
1208,AwakeEventData,TT41.BTV.412353,Acquisition,amplitudeSet1,"(1,)",1
1209,AwakeEventData,TT41.BTV.412353,Acquisition,amplitudeSet2,"(1,)",1
1210,AwakeEventData,TT41.BTV.412353,Acquisition,beamID,"(1,)",1
1211,AwakeEventData,TT41.BTV.412353,Acquisition,cameraOffset,"(1,)",1
1212,AwakeEventData,TT41.BTV.412353,Acquisition,cameraOffset_max,"(1,)",1
1213,AwakeEventData,TT41.BTV.412353,Acquisition,cameraOffset_min,"(1,)",1
1214,AwakeEventData,TT41.BTV.412353,Acquisition,cameraSwitch,"(1,)",1
1215,AwakeEventData,TT41.BTV.412353,Acquisition,cameraZoom,"(1,)",1
1216,AwakeEventData,TT41.BTV.412353,Acquisition,cycleTime,"(1,)",1
1217,AwakeEventData,TT41.BTV.412353,Acquisition,descSet1,"(1,)",1
1218,AwakeEventData,TT41.BTV.412353,Acquisition,descSet2,"(1,)",1
1219,AwakeEventData,TT41.BTV.412353,Acquisition,deviceName,"(1,)",1
1220,AwakeEventData,TT41.BTV.412353,Acquisition,filterSelect,"(1,)",1
1221,AwakeEventData,TT41.BTV.412353,Acquisition,filterSelectStr,"(4,)",4
1222,AwakeEventData,TT41.BTV.412353,Acquisition,filterSelect_max,"(1,)",1
1223,AwakeEventData,TT41.BTV.412353,Acquisition,filterSelect_min,"(1,)",1
1224,AwakeEventData,TT41.BTV.412353,Acquisition,firstLamp,"(1,)",1
1225,AwakeEventData,TT41.BTV.412353,Acquisition,firstLamp_max,"(1,)",1
1226,AwakeEventData,TT41.BTV.412353,Acquisition,firstLamp_min,"(1,)",1
1227,AwakeEventData,TT41.BTV.412353,Acquisition,leftBottomReference,"(2,)",2
1228,AwakeEventData,TT41.BTV.412353,Acquisition,leftTopReference,"(2,)",2
1229,AwakeEventData,TT41.BTV.412353,Acquisition,mire,"(1,)",1
1230,AwakeEventData,TT41.BTV.412353,Acquisition,nbAcq,"(1,)",1
1231,AwakeEventData,TT41.BTV.412353,Acquisition,nbDataSets,"(1,)",1
1232,AwakeEventData,TT41.BTV.412353,Acquisition,nbGates,"(1,)",1
1233,AwakeEventData,TT41.BTV.412353,Acquisition,nbPtsPerProjInSet1,"(1,)",1
1234,AwakeEventData,TT41.BTV.412353,Acquisition,nbPtsPerProjInSet2,"(1,)",1
1235,AwakeEventData,TT41.BTV.412353,Acquisition,observables,"(1,)",1
1236,AwakeEventData,TT41.BTV.412353,Acquisition,offsetCalSet1,"(4,)",4
1237,AwakeEventData,TT41.BTV.412353,Acquisition,offsetCalSet2,"(4,)",4
1238,AwakeEventData,TT41.BTV.412353,Acquisition,offsetSet1,"(1, 1)",1
1239,AwakeEventData,TT41.BTV.412353,Acquisition,offsetSet2,"(1, 1)",1
1240,AwakeEventData,TT41.BTV.412353,Acquisition,pixelCalSet1,"(4,)",4
1241,AwakeEventData,TT41.BTV.412353,Acquisition,pixelCalSet2,"(4,)",4
1242,AwakeEventData,TT41.BTV.412353,Acquisition,planeSet1,"(1,)",1
1243,AwakeEventData,TT41.BTV.412353,Acquisition,planeSet2,"(1,)",1
1244,AwakeEventData,TT41.BTV.412353,Acquisition,positionSet1,"(1,)",1
1245,AwakeEventData,TT41.BTV.412353,Acquisition,positionSet2,"(1,)",1
1246,AwakeEventData,TT41.BTV.412353,Acquisition,projDataSet1,"(1, 400)",400
1247,AwakeEventData,TT41.BTV.412353,Acquisition,projDataSet2,"(1, 300)",300
1248,AwakeEventData,TT41.BTV.412353,Acquisition,projPositionSet1,"(1, 400)",400
1249,AwakeEventData,TT41.BTV.412353,Acquisition,projPositionSet2,"(1, 300)",300
1250,AwakeEventData,TT41.BTV.412353,Acquisition,propType,"(1,)",1
1251,AwakeEventData,TT41.BTV.412353,Acquisition,rightBottomReference,"(2,)",2
1252,AwakeEventData,TT41.BTV.412353,Acquisition,rightTopReference,"(2,)",2
1253,AwakeEventData,TT41.BTV.412353,Acquisition,saturationThreshold,"(1,)",1
1254,AwakeEventData,TT41.BTV.412353,Acquisition,screenSelect,"(1,)",1
1255,AwakeEventData,TT41.BTV.412353,Acquisition,screenSelectStr,"(4,)",4
1256,AwakeEventData,TT41.BTV.412353,Acquisition,screenSelect_max,"(1,)",1
1257,AwakeEventData,TT41.BTV.412353,Acquisition,screenSelect_min,"(1,)",1
1258,AwakeEventData,TT41.BTV.412353,Acquisition,secondLamp,"(1,)",1
1259,AwakeEventData,TT41.BTV.412353,Acquisition,secondLamp_max,"(1,)",1
1260,AwakeEventData,TT41.BTV.412353,Acquisition,secondLamp_min,"(1,)",1
1261,AwakeEventData,TT41.BTV.412353,Acquisition,sigmaSet1,"(1,)",1
1262,AwakeEventData,TT41.BTV.412353,Acquisition,sigmaSet2,"(1,)",1
1263,AwakeEventData,TT41.BTV.412353,Acquisition,superCycleNb,"(1,)",1
1264,AwakeEventData,TT41.BTV.412353,Acquisition,tgSet1,"(1, 1)",1
1265,AwakeEventData,TT41.BTV.412353,Acquisition,tgSet2,"(1, 1)",1
1266,AwakeEventData,TT41.BTV.412353,Acquisition,userImageSelection,"(1,)",1
1267,AwakeEventData,TT41.BTV.412353,Acquisition,userImageSelectionNumber,"(1,)",1
1268,AwakeEventData,TT41.BTV.412353,Acquisition,videoGain,"(1,)",1
1269,AwakeEventData,TT41.BTV.412353,Image,acqCounter,"(1,)",1
1270,AwakeEventData,TT41.BTV.412353,Image,acqDesc,"(1,)",1
1271,AwakeEventData,TT41.BTV.412353,Image,acqMsg,"(1,)",1
1272,AwakeEventData,TT41.BTV.412353,Image,acqState,"(1,)",1
1273,AwakeEventData,TT41.BTV.412353,Image,acqTime,"(1,)",1
1274,AwakeEventData,TT41.BTV.412353,Image,acqTimeInCycle,"(1,)",1
1275,AwakeEventData,TT41.BTV.412353,Image,amplitudeSet1,"(1,)",1
1276,AwakeEventData,TT41.BTV.412353,Image,amplitudeSet2,"(1,)",1
1277,AwakeEventData,TT41.BTV.412353,Image,beamID,"(1,)",1
1278,AwakeEventData,TT41.BTV.412353,Image,cameraOffset,"(1,)",1
1279,AwakeEventData,TT41.BTV.412353,Image,cameraOffset_max,"(1,)",1
1280,AwakeEventData,TT41.BTV.412353,Image,cameraOffset_min,"(1,)",1
1281,AwakeEventData,TT41.BTV.412353,Image,cameraSwitch,"(1,)",1
1282,AwakeEventData,TT41.BTV.412353,Image,cameraZoom,"(1,)",1
1283,AwakeEventData,TT41.BTV.412353,Image,cycleTime,"(1,)",1
1284,AwakeEventData,TT41.BTV.412353,Image,descSet1,"(1,)",1
1285,AwakeEventData,TT41.BTV.412353,Image,descSet2,"(1,)",1
1286,AwakeEventData,TT41.BTV.412353,Image,deviceName,"(1,)",1
1287,AwakeEventData,TT41.BTV.412353,Image,filterSelect,"(1,)",1
1288,AwakeEventData,TT41.BTV.412353,Image,filterSelectStr,"(4,)",4
1289,AwakeEventData,TT41.BTV.412353,Image,filterSelect_max,"(1,)",1
1290,AwakeEventData,TT41.BTV.412353,Image,filterSelect_min,"(1,)",1
1291,AwakeEventData,TT41.BTV.412353,Image,firstLamp,"(1,)",1
1292,AwakeEventData,TT41.BTV.412353,Image,firstLamp_max,"(1,)",1
1293,AwakeEventData,TT41.BTV.412353,Image,firstLamp_min,"(1,)",1
1294,AwakeEventData,TT41.BTV.412353,Image,imagePositionSet1,"(1, 400)",400
1295,AwakeEventData,TT41.BTV.412353,Image,imagePositionSet1_unit,"(1,)",1
1296,AwakeEventData,TT41.BTV.412353,Image,imagePositionSet2,"(1, 300)",300
1297,AwakeEventData,TT41.BTV.412353,Image,imagePositionSet2_unit,"(1,)",1
1298,AwakeEventData,TT41.BTV.412353,Image,imageSet,"(1, 120000)",120000
1299,AwakeEventData,TT41.BTV.412353,Image,leftBottomReference,"(2,)",2
1300,AwakeEventData,TT41.BTV.412353,Image,leftTopReference,"(2,)",2
1301,AwakeEventData,TT41.BTV.412353,Image,mire,"(1,)",1
1302,AwakeEventData,TT41.BTV.412353,Image,nbAcq,"(1,)",1
1303,AwakeEventData,TT41.BTV.412353,Image,nbDataSets,"(1,)",1
1304,AwakeEventData,TT41.BTV.412353,Image,nbImages,"(1,)",1
1305,AwakeEventData,TT41.BTV.412353,Image,nbPtsInSet1,"(1,)",1
1306,AwakeEventData,TT41.BTV.412353,Image,nbPtsInSet2,"(1,)",1
1307,AwakeEventData,TT41.BTV.412353,Image,observables,"(1,)",1
1308,AwakeEventData,TT41.BTV.412353,Image,offsetCalSet1,"(4,)",4
1309,AwakeEventData,TT41.BTV.412353,Image,offsetCalSet2,"(4,)",4
1310,AwakeEventData,TT41.BTV.412353,Image,pixelCalSet1,"(4,)",4
1311,AwakeEventData,TT41.BTV.412353,Image,pixelCalSet2,"(4,)",4
1312,AwakeEventData,TT41.BTV.412353,Image,planeSet1,"(1,)",1
1313,AwakeEventData,TT41.BTV.412353,Image,planeSet2,"(1,)",1
1314,AwakeEventData,TT41.BTV.412353,Image,positionSet1,"(1,)",1
1315,AwakeEventData,TT41.BTV.412353,Image,positionSet2,"(1,)",1
1316,AwakeEventData,TT41.BTV.412353,Image,propType,"(1,)",1
1317,AwakeEventData,TT41.BTV.412353,Image,rightBottomReference,"(2,)",2
1318,AwakeEventData,TT41.BTV.412353,Image,rightTopReference,"(2,)",2
1319,AwakeEventData,TT41.BTV.412353,Image,saturationThreshold,"(1,)",1
1320,AwakeEventData,TT41.BTV.412353,Image,screenSelect,"(1,)",1
1321,AwakeEventData,TT41.BTV.412353,Image,screenSelectStr,"(4,)",4
1322,AwakeEventData,TT41.BTV.412353,Image,screenSelect_max,"(1,)",1
1323,AwakeEventData,TT41.BTV.412353,Image,screenSelect_min,"(1,)",1
1324,AwakeEventData,TT41.BTV.412353,Image,secondLamp,"(1,)",1
1325,AwakeEventData,TT41.BTV.412353,Image,secondLamp_max,"(1,)",1
1326,AwakeEventData,TT41.BTV.412353,Image,secondLamp_min,"(1,)",1
1327,AwakeEventData,TT41.BTV.412353,Image,sigmaSet1,"(1,)",1
1328,AwakeEventData,TT41.BTV.412353,Image,sigmaSet2,"(1,)",1
1329,AwakeEventData,TT41.BTV.412353,Image,superCycleNb,"(1,)",1
1330,AwakeEventData,TT41.BTV.412353,Image,userImageSelection,"(1,)",1
1331,AwakeEventData,TT41.BTV.412353,Image,userImageSelectionNumber,"(1,)",1
1332,AwakeEventData,TT41.BTV.412353,Image,videoGain,"(1,)",1
1333,AwakeEventData,TT41.BTV.412426,Acquisition,acqCounter,"(1,)",1
1334,AwakeEventData,TT41.BTV.412426,Acquisition,acqDesc,"(1,)",1
1335,AwakeEventData,TT41.BTV.412426,Acquisition,acqMsg,"(1,)",1
1336,AwakeEventData,TT41.BTV.412426,Acquisition,acqState,"(1,)",1
1337,AwakeEventData,TT41.BTV.412426,Acquisition,acqTime,"(1,)",1
1338,AwakeEventData,TT41.BTV.412426,Acquisition,acqTimeInCycle,"(1,)",1
1339,AwakeEventData,TT41.BTV.412426,Acquisition,amplitudeSet1,"(1,)",1
1340,AwakeEventData,TT41.BTV.412426,Acquisition,amplitudeSet2,"(1,)",1
1341,AwakeEventData,TT41.BTV.412426,Acquisition,beamID,"(1,)",1
1342,AwakeEventData,TT41.BTV.412426,Acquisition,cameraOffset,"(1,)",1
1343,AwakeEventData,TT41.BTV.412426,Acquisition,cameraOffset_max,"(1,)",1
1344,AwakeEventData,TT41.BTV.412426,Acquisition,cameraOffset_min,"(1,)",1
1345,AwakeEventData,TT41.BTV.412426,Acquisition,cameraSwitch,"(1,)",1
1346,AwakeEventData,TT41.BTV.412426,Acquisition,cameraZoom,"(1,)",1
1347,AwakeEventData,TT41.BTV.412426,Acquisition,cycleTime,"(1,)",1
1348,AwakeEventData,TT41.BTV.412426,Acquisition,descSet1,"(1,)",1
1349,AwakeEventData,TT41.BTV.412426,Acquisition,descSet2,"(1,)",1
1350,AwakeEventData,TT41.BTV.412426,Acquisition,deviceName,"(1,)",1
1351,AwakeEventData,TT41.BTV.412426,Acquisition,filterSelect,"(1,)",1
1352,AwakeEventData,TT41.BTV.412426,Acquisition,filterSelectStr,"(4,)",4
1353,AwakeEventData,TT41.BTV.412426,Acquisition,filterSelect_max,"(1,)",1
1354,AwakeEventData,TT41.BTV.412426,Acquisition,filterSelect_min,"(1,)",1
1355,AwakeEventData,TT41.BTV.412426,Acquisition,firstLamp,"(1,)",1
1356,AwakeEventData,TT41.BTV.412426,Acquisition,firstLamp_max,"(1,)",1
1357,AwakeEventData,TT41.BTV.412426,Acquisition,firstLamp_min,"(1,)",1
1358,AwakeEventData,TT41.BTV.412426,Acquisition,leftBottomReference,"(2,)",2
1359,AwakeEventData,TT41.BTV.412426,Acquisition,leftTopReference,"(2,)",2
1360,AwakeEventData,TT41.BTV.412426,Acquisition,mire,"(1,)",1
1361,AwakeEventData,TT41.BTV.412426,Acquisition,nbAcq,"(1,)",1
1362,AwakeEventData,TT41.BTV.412426,Acquisition,nbDataSets,"(1,)",1
1363,AwakeEventData,TT41.BTV.412426,Acquisition,nbGates,"(1,)",1
1364,AwakeEventData,TT41.BTV.412426,Acquisition,nbPtsPerProjInSet1,"(1,)",1
1365,AwakeEventData,TT41.BTV.412426,Acquisition,nbPtsPerProjInSet2,"(1,)",1
1366,AwakeEventData,TT41.BTV.412426,Acquisition,observables,"(1,)",1
1367,AwakeEventData,TT41.BTV.412426,Acquisition,offsetCalSet1,"(4,)",4
1368,AwakeEventData,TT41.BTV.412426,Acquisition,offsetCalSet2,"(4,)",4
1369,AwakeEventData,TT41.BTV.412426,Acquisition,offsetSet1,"(1, 1)",1
1370,AwakeEventData,TT41.BTV.412426,Acquisition,offsetSet2,"(1, 1)",1
1371,AwakeEventData,TT41.BTV.412426,Acquisition,pixelCalSet1,"(4,)",4
1372,AwakeEventData,TT41.BTV.412426,Acquisition,pixelCalSet2,"(4,)",4
1373,AwakeEventData,TT41.BTV.412426,Acquisition,planeSet1,"(1,)",1
1374,AwakeEventData,TT41.BTV.412426,Acquisition,planeSet2,"(1,)",1
1375,AwakeEventData,TT41.BTV.412426,Acquisition,positionSet1,"(1,)",1
1376,AwakeEventData,TT41.BTV.412426,Acquisition,positionSet2,"(1,)",1
1377,AwakeEventData,TT41.BTV.412426,Acquisition,projDataSet1,"(1, 400)",400
1378,AwakeEventData,TT41.BTV.412426,Acquisition,projDataSet2,"(1, 300)",300
1379,AwakeEventData,TT41.BTV.412426,Acquisition,projPositionSet1,"(1, 400)",400
1380,AwakeEventData,TT41.BTV.412426,Acquisition,projPositionSet2,"(1, 300)",300
1381,AwakeEventData,TT41.BTV.412426,Acquisition,propType,"(1,)",1
1382,AwakeEventData,TT41.BTV.412426,Acquisition,rightBottomReference,"(2,)",2
1383,AwakeEventData,TT41.BTV.412426,Acquisition,rightTopReference,"(2,)",2
1384,AwakeEventData,TT41.BTV.412426,Acquisition,saturationThreshold,"(1,)",1
1385,AwakeEventData,TT41.BTV.412426,Acquisition,screenSelect,"(1,)",1
1386,AwakeEventData,TT41.BTV.412426,Acquisition,screenSelectStr,"(4,)",4
1387,AwakeEventData,TT41.BTV.412426,Acquisition,screenSelect_max,"(1,)",1
1388,AwakeEventData,TT41.BTV.412426,Acquisition,screenSelect_min,"(1,)",1
1389,AwakeEventData,TT41.BTV.412426,Acquisition,secondLamp,"(1,)",1
1390,AwakeEventData,TT41.BTV.412426,Acquisition,secondLamp_max,"(1,)",1
1391,AwakeEventData,TT41.BTV.412426,Acquisition,secondLamp_min,"(1,)",1
1392,AwakeEventData,TT41.BTV.412426,Acquisition,sigmaSet1,"(1,)",1
1393,AwakeEventData,TT41.BTV.412426,Acquisition,sigmaSet2,"(1,)",1
1394,AwakeEventData,TT41.BTV.412426,Acquisition,superCycleNb,"(1,)",1
1395,AwakeEventData,TT41.BTV.412426,Acquisition,tgSet1,"(1, 1)",1
1396,AwakeEventData,TT41.BTV.412426,Acquisition,tgSet2,"(1, 1)",1
1397,AwakeEventData,TT41.BTV.412426,Acquisition,userImageSelection,"(1,)",1
1398,AwakeEventData,TT41.BTV.412426,Acquisition,userImageSelectionNumber,"(1,)",1
1399,AwakeEventData,TT41.BTV.412426,Acquisition,videoGain,"(1,)",1
1400,AwakeEventData,TT41.BTV.412426,Image,acqCounter,"(1,)",1
1401,AwakeEventData,TT41.BTV.412426,Image,acqDesc,"(1,)",1
1402,AwakeEventData,TT41.BTV.412426,Image,acqMsg,"(1,)",1
1403,AwakeEventData,TT41.BTV.412426,Image,acqState,"(1,)",1
1404,AwakeEventData,TT41.BTV.412426,Image,acqTime,"(1,)",1
1405,AwakeEventData,TT41.BTV.412426,Image,acqTimeInCycle,"(1,)",1
1406,AwakeEventData,TT41.BTV.412426,Image,amplitudeSet1,"(1,)",1
1407,AwakeEventData,TT41.BTV.412426,Image,amplitudeSet2,"(1,)",1
1408,AwakeEventData,TT41.BTV.412426,Image,beamID,"(1,)",1
1409,AwakeEventData,TT41.BTV.412426,Image,cameraOffset,"(1,)",1
1410,AwakeEventData,TT41.BTV.412426,Image,cameraOffset_max,"(1,)",1
1411,AwakeEventData,TT41.BTV.412426,Image,cameraOffset_min,"(1,)",1
1412,AwakeEventData,TT41.BTV.412426,Image,cameraSwitch,"(1,)",1
1413,AwakeEventData,TT41.BTV.412426,Image,cameraZoom,"(1,)",1
1414,AwakeEventData,TT41.BTV.412426,Image,cycleTime,"(1,)",1
1415,AwakeEventData,TT41.BTV.412426,Image,descSet1,"(1,)",1
1416,AwakeEventData,TT41.BTV.412426,Image,descSet2,"(1,)",1
1417,AwakeEventData,TT41.BTV.412426,Image,deviceName,"(1,)",1
1418,AwakeEventData,TT41.BTV.412426,Image,filterSelect,"(1,)",1
1419,AwakeEventData,TT41.BTV.412426,Image,filterSelectStr,"(4,)",4
1420,AwakeEventData,TT41.BTV.412426,Image,filterSelect_max,"(1,)",1
1421,AwakeEventData,TT41.BTV.412426,Image,filterSelect_min,"(1,)",1
1422,AwakeEventData,TT41.BTV.412426,Image,firstLamp,"(1,)",1
1423,AwakeEventData,TT41.BTV.412426,Image,firstLamp_max,"(1,)",1
1424,AwakeEventData,TT41.BTV.412426,Image,firstLamp_min,"(1,)",1
1425,AwakeEventData,TT41.BTV.412426,Image,imagePositionSet1,"(1, 400)",400
1426,AwakeEventData,TT41.BTV.412426,Image,imagePositionSet1_unit,"(1,)",1
1427,AwakeEventData,TT41.BTV.412426,Image,imagePositionSet2,"(1, 300)",300
1428,AwakeEventData,TT41.BTV.412426,Image,imagePositionSet2_unit,"(1,)",1
1429,AwakeEventData,TT41.BTV.412426,Image,imageSet,"(1, 120000)",120000
1430,AwakeEventData,TT41.BTV.412426,Image,leftBottomReference,"(2,)",2
1431,AwakeEventData,TT41.BTV.412426,Image,leftTopReference,"(2,)",2
1432,AwakeEventData,TT41.BTV.412426,Image,mire,"(1,)",1
1433,AwakeEventData,TT41.BTV.412426,Image,nbAcq,"(1,)",1
1434,AwakeEventData,TT41.BTV.412426,Image,nbDataSets,"(1,)",1
1435,AwakeEventData,TT41.BTV.412426,Image,nbImages,"(1,)",1
1436,AwakeEventData,TT41.BTV.412426,Image,nbPtsInSet1,"(1,)",1
1437,AwakeEventData,TT41.BTV.412426,Image,nbPtsInSet2,"(1,)",1
1438,AwakeEventData,TT41.BTV.412426,Image,observables,"(1,)",1
1439,AwakeEventData,TT41.BTV.412426,Image,offsetCalSet1,"(4,)",4
1440,AwakeEventData,TT41.BTV.412426,Image,offsetCalSet2,"(4,)",4
1441,AwakeEventData,TT41.BTV.412426,Image,pixelCalSet1,"(4,)",4
1442,AwakeEventData,TT41.BTV.412426,Image,pixelCalSet2,"(4,)",4
1443,AwakeEventData,TT41.BTV.412426,Image,planeSet1,"(1,)",1
1444,AwakeEventData,TT41.BTV.412426,Image,planeSet2,"(1,)",1
1445,AwakeEventData,TT41.BTV.412426,Image,positionSet1,"(1,)",1
1446,AwakeEventData,TT41.BTV.412426,Image,positionSet2,"(1,)",1
1447,AwakeEventData,TT41.BTV.412426,Image,propType,"(1,)",1
1448,AwakeEventData,TT41.BTV.412426,Image,rightBottomReference,"(2,)",2
1449,AwakeEventData,TT41.BTV.412426,Image,rightTopReference,"(2,)",2
1450,AwakeEventData,TT41.BTV.412426,Image,saturationThreshold,"(1,)",1
1451,AwakeEventData,TT41.BTV.412426,Image,screenSelect,"(1,)",1
1452,AwakeEventData,TT41.BTV.412426,Image,screenSelectStr,"(4,)",4
1453,AwakeEventData,TT41.BTV.412426,Image,screenSelect_max,"(1,)",1
1454,AwakeEventData,TT41.BTV.412426,Image,screenSelect_min,"(1,)",1
1455,AwakeEventData,TT41.BTV.412426,Image,secondLamp,"(1,)",1
1456,AwakeEventData,TT41.BTV.412426,Image,secondLamp_max,"(1,)",1
1457,AwakeEventData,TT41.BTV.412426,Image,secondLamp_min,"(1,)",1
1458,AwakeEventData,TT41.BTV.412426,Image,sigmaSet1,"(1,)",1
1459,AwakeEventData,TT41.BTV.412426,Image,sigmaSet2,"(1,)",1
1460,AwakeEventData,TT41.BTV.412426,Image,superCycleNb,"(1,)",1
1461,AwakeEventData,TT41.BTV.412426,Image,userImageSelection,"(1,)",1
1462,AwakeEventData,TT41.BTV.412426,Image,userImageSelectionNumber,"(1,)",1
1463,AwakeEventData,TT41.BTV.412426,Image,videoGain,"(1,)",1
1464,AwakeEventData,TT41.BTV.412442,,Acquisition,(),1
1465,AwakeEventData,TT41.BTV.412442,,Image,(),1
1466,AwakeEventData,TT43.BPM.430010,Acquisition,horAvePos,"(1,)",1
1467,AwakeEventData,TT43.BPM.430010,Acquisition,horPos,"(12,)",12
1468,AwakeEventData,TT43.BPM.430010,Acquisition,posOK,"(0,)",0
1469,AwakeEventData,TT43.BPM.430010,Acquisition,sigma,"(12,)",12
1470,AwakeEventData,TT43.BPM.430010,Acquisition,sigmaAvePos,"(1,)",1
1471,AwakeEventData,TT43.BPM.430010,Acquisition,spsExtraction,(),1
1472,AwakeEventData,TT43.BPM.430010,Acquisition,spsExtractionIndex,"(1,)",1
1473,AwakeEventData,TT43.BPM.430010,Acquisition,verAvePos,"(1,)",1
1474,AwakeEventData,TT43.BPM.430010,Acquisition,verPos,"(12,)",12
1475,AwakeEventData,TT43.BPM.430028,Acquisition,horAvePos,"(1,)",1
1476,AwakeEventData,TT43.BPM.430028,Acquisition,horPos,"(12,)",12
1477,AwakeEventData,TT43.BPM.430028,Acquisition,posOK,"(0,)",0
1478,AwakeEventData,TT43.BPM.430028,Acquisition,sigma,"(12,)",12
1479,AwakeEventData,TT43.BPM.430028,Acquisition,sigmaAvePos,"(1,)",1
1480,AwakeEventData,TT43.BPM.430028,Acquisition,spsExtraction,(),1
1481,AwakeEventData,TT43.BPM.430028,Acquisition,spsExtractionIndex,"(1,)",1
1482,AwakeEventData,TT43.BPM.430028,Acquisition,verAvePos,"(1,)",1
1483,AwakeEventData,TT43.BPM.430028,Acquisition,verPos,"(12,)",12
1484,AwakeEventData,TT43.BPM.430039,Acquisition,horAvePos,"(1,)",1
1485,AwakeEventData,TT43.BPM.430039,Acquisition,horPos,"(12,)",12
1486,AwakeEventData,TT43.BPM.430039,Acquisition,posOK,"(0,)",0
1487,AwakeEventData,TT43.BPM.430039,Acquisition,sigma,"(12,)",12
1488,AwakeEventData,TT43.BPM.430039,Acquisition,sigmaAvePos,"(1,)",1
1489,AwakeEventData,TT43.BPM.430039,Acquisition,spsExtraction,(),1
1490,AwakeEventData,TT43.BPM.430039,Acquisition,spsExtractionIndex,"(1,)",1
1491,AwakeEventData,TT43.BPM.430039,Acquisition,verAvePos,"(1,)",1
1492,AwakeEventData,TT43.BPM.430039,Acquisition,verPos,"(12,)",12
1493,AwakeEventData,TT43.BPM.430103,Acquisition,horAvePos,"(1,)",1
1494,AwakeEventData,TT43.BPM.430103,Acquisition,horPos,"(12,)",12
1495,AwakeEventData,TT43.BPM.430103,Acquisition,posOK,"(0,)",0
1496,AwakeEventData,TT43.BPM.430103,Acquisition,sigma,"(12,)",12
1497,AwakeEventData,TT43.BPM.430103,Acquisition,sigmaAvePos,"(1,)",1
1498,AwakeEventData,TT43.BPM.430103,Acquisition,spsExtraction,(),1
1499,AwakeEventData,TT43.BPM.430103,Acquisition,spsExtractionIndex,"(1,)",1
1500,AwakeEventData,TT43.BPM.430103,Acquisition,verAvePos,"(1,)",1
1501,AwakeEventData,TT43.BPM.430103,Acquisition,verPos,"(12,)",12
1502,AwakeEventData,TT43.BPM.430129,Acquisition,horAvePos,"(1,)",1
1503,AwakeEventData,TT43.BPM.430129,Acquisition,horPos,"(12,)",12
1504,AwakeEventData,TT43.BPM.430129,Acquisition,posOK,"(0,)",0
1505,AwakeEventData,TT43.BPM.430129,Acquisition,sigma,"(12,)",12
1506,AwakeEventData,TT43.BPM.430129,Acquisition,sigmaAvePos,"(1,)",1
1507,AwakeEventData,TT43.BPM.430129,Acquisition,spsExtraction,(),1
1508,AwakeEventData,TT43.BPM.430129,Acquisition,spsExtractionIndex,"(1,)",1
1509,AwakeEventData,TT43.BPM.430129,Acquisition,verAvePos,"(1,)",1
1510,AwakeEventData,TT43.BPM.430129,Acquisition,verPos,"(12,)",12
1511,AwakeEventData,TT43.BPM.430203,Acquisition,horAvePos,"(1,)",1
1512,AwakeEventData,TT43.BPM.430203,Acquisition,horPos,"(12,)",12
1513,AwakeEventData,TT43.BPM.430203,Acquisition,posOK,"(0,)",0
1514,AwakeEventData,TT43.BPM.430203,Acquisition,sigma,"(12,)",12
1515,AwakeEventData,TT43.BPM.430203,Acquisition,sigmaAvePos,"(1,)",1
1516,AwakeEventData,TT43.BPM.430203,Acquisition,spsExtraction,(),1
1517,AwakeEventData,TT43.BPM.430203,Acquisition,spsExtractionIndex,"(1,)",1
1518,AwakeEventData,TT43.BPM.430203,Acquisition,verAvePos,"(1,)",1
1519,AwakeEventData,TT43.BPM.430203,Acquisition,verPos,"(12,)",12
1520,AwakeEventData,TT43.BPM.430308,Acquisition,horAvePos,"(1,)",1
1521,AwakeEventData,TT43.BPM.430308,Acquisition,horPos,"(12,)",12
1522,AwakeEventData,TT43.BPM.430308,Acquisition,posOK,"(0,)",0
1523,AwakeEventData,TT43.BPM.430308,Acquisition,sigma,"(12,)",12
1524,AwakeEventData,TT43.BPM.430308,Acquisition,sigmaAvePos,"(1,)",1
1525,AwakeEventData,TT43.BPM.430308,Acquisition,spsExtraction,(),1
1526,AwakeEventData,TT43.BPM.430308,Acquisition,spsExtractionIndex,"(1,)",1
1527,AwakeEventData,TT43.BPM.430308,Acquisition,verAvePos,"(1,)",1
1528,AwakeEventData,TT43.BPM.430308,Acquisition,verPos,"(12,)",12
1529,AwakeEventData,VGP.412400,PR,value,"(1,)",1
1530,AwakeEventData,VGP.412423,PR,value,"(1,)",1
1531,AwakeEventData,VTUAwake2Fc,ModeAcq,pdcOutDelay,"(1,)",1
1532,AwakeEventData,VTUAwake2Fc,NormalModeAcq,b_offline,"(1,)",1
1533,AwakeEventData,VTUAwake2Frep,ModeAcq,pdcOutDelay,"(1,)",1
1534,AwakeEventData,VTUAwake2Frep,NormalModeAcq,b_offline,"(1,)",1
1535,AwakeEventData,VTUAwake3FT0,ModeAcq,pdcOutDelay,"(1,)",1
1536,AwakeEventData,VTUAwake3FT0,NormalModeAcq,b_offline,"(1,)",1
1537,AwakeEventData,VTUAwake3FT1,ModeAcq,pdcOutDelay,"(1,)",1
1538,AwakeEventData,VTUAwake3FT1,NormalModeAcq,b_offline,"(1,)",1
